Unit,Treatment,DBH_timeframe,Year,Size_class,TPH
bn2,Burn,DBH_2PostRX,2019.0,20,14.5
bn2,Burn,DBH_2PostRX,2019.0,30,25.5
bn2,Burn,DBH_2PostRX,2019.0,40,27.25
bn2,Burn,DBH_2PostRX,2019.0,50,19.25
bn2,Burn,DBH_2PostRX,2019.0,60,13.75
bn2,Burn,DBH_2PostRX,2019.0,70,9.75
bn2,Burn,DBH_2PostRX,2019.0,80,7.5
bn2,Burn,DBH_2PostRX,2019.0,90,5.5
bn2,Burn,DBH_2PostRX,2019.0,100,2.0
bn2,Burn,DBH_2PostRX,2019.0,227.2,9.0
bn2,Burn,DBH_Post,2004.0,20,32.0
bn2,Burn,DBH_Post,2004.0,30,53.0
bn2,Burn,DBH_Post,2004.0,40,40.25
bn2,Burn,DBH_Post,2004.0,50,26.75
bn2,Burn,DBH_Post,2004.0,60,22.5
bn2,Burn,DBH_Post,2004.0,70,19.5
bn2,Burn,DBH_Post,2004.0,80,9.0
bn2,Burn,DBH_Post,2004.0,90,8.5
bn2,Burn,DBH_Post,2004.0,100,7.25
bn2,Burn,DBH_Post,2004.0,227.2,13.5
bn2,Burn,DBH_Pre,2000.0,20,53.25
bn2,Burn,DBH_Pre,2000.0,30,64.25
bn2,Burn,DBH_Pre,2000.0,40,46.75
bn2,Burn,DBH_Pre,2000.0,50,31.75
bn2,Burn,DBH_Pre,2000.0,60,23.5
bn2,Burn,DBH_Pre,2000.0,70,20.0
bn2,Burn,DBH_Pre,2000.0,80,8.5
bn2,Burn,DBH_Pre,2000.0,90,9.5
bn2,Burn,DBH_Pre,2000.0,100,6.75
bn2,Burn,DBH_Pre,2000.0,227.2,16.25
bn3,Burn,DBH_10Post,2011.0,20,29.5
bn3,Burn,DBH_10Post,2011.0,30,34.25
bn3,Burn,DBH_10Post,2011.0,40,25.25
bn3,Burn,DBH_10Post,2011.0,50,20.25
bn3,Burn,DBH_10Post,2011.0,60,20.25
bn3,Burn,DBH_10Post,2011.0,70,14.75
bn3,Burn,DBH_10Post,2011.0,80,12.75
bn3,Burn,DBH_10Post,2011.0,90,12.5
bn3,Burn,DBH_10Post,2011.0,100,7.0
bn3,Burn,DBH_10Post,2011.0,227.2,15.0
bn3,Burn,DBH_15Post,2016.105580693816,20,31.25
bn3,Burn,DBH_15Post,2016.105580693816,30,36.0
bn3,Burn,DBH_15Post,2016.105580693816,40,20.75
bn3,Burn,DBH_15Post,2016.105580693816,50,15.75
bn3,Burn,DBH_15Post,2016.105580693816,60,17.25
bn3,Burn,DBH_15Post,2016.105580693816,70,12.0
bn3,Burn,DBH_15Post,2016.105580693816,80,7.0
bn3,Burn,DBH_15Post,2016.105580693816,90,9.75
bn3,Burn,DBH_15Post,2016.105580693816,100,4.25
bn3,Burn,DBH_15Post,2016.105580693816,227.2,11.75
bn3,Burn,DBH_1PostRX,2018.0,20,25.5
bn3,Burn,DBH_1PostRX,2018.0,30,32.5
bn3,Burn,DBH_1PostRX,2018.0,40,20.5
bn3,Burn,DBH_1PostRX,2018.0,50,13.25
bn3,Burn,DBH_1PostRX,2018.0,60,18.75
bn3,Burn,DBH_1PostRX,2018.0,70,11.0
bn3,Burn,DBH_1PostRX,2018.0,80,8.0
bn3,Burn,DBH_1PostRX,2018.0,90,8.75
bn3,Burn,DBH_1PostRX,2018.0,100,3.5
bn3,Burn,DBH_1PostRX,2018.0,227.2,11.5
bn3,Burn,DBH_2008,2008.0,20,0.0
bn3,Burn,DBH_2008,2008.0,30,0.25
bn3,Burn,DBH_2008,2008.0,40,0.0
bn3,Burn,DBH_2008,2008.0,50,0.25
bn3,Burn,DBH_2008,2008.0,60,0.0
bn3,Burn,DBH_2008,2008.0,70,0.0
bn3,Burn,DBH_2008,2008.0,80,5.0
bn3,Burn,DBH_2008,2008.0,90,12.5
bn3,Burn,DBH_2008,2008.0,100,6.5
bn3,Burn,DBH_2008,2008.0,227.2,13.75
bn3,Burn,DBH_2PostRX,2019.0,20,26.25
bn3,Burn,DBH_2PostRX,2019.0,30,31.0
bn3,Burn,DBH_2PostRX,2019.0,40,19.0
bn3,Burn,DBH_2PostRX,2019.0,50,14.0
bn3,Burn,DBH_2PostRX,2019.0,60,18.25
bn3,Burn,DBH_2PostRX,2019.0,70,10.75
bn3,Burn,DBH_2PostRX,2019.0,80,7.5
bn3,Burn,DBH_2PostRX,2019.0,90,9.25
bn3,Burn,DBH_2PostRX,2019.0,100,4.0
bn3,Burn,DBH_2PostRX,2019.0,227.2,10.5
bn3,Burn,DBH_Post,2003.0,20,26.75
bn3,Burn,DBH_Post,2003.0,30,28.75
bn3,Burn,DBH_Post,2003.0,40,27.5
bn3,Burn,DBH_Post,2003.0,50,23.5
bn3,Burn,DBH_Post,2003.0,60,18.0
bn3,Burn,DBH_Post,2003.0,70,13.5
bn3,Burn,DBH_Post,2003.0,80,14.75
bn3,Burn,DBH_Post,2003.0,90,11.25
bn3,Burn,DBH_Post,2003.0,100,7.0
bn3,Burn,DBH_Post,2003.0,227.2,15.5
bn3,Burn,DBH_Pre,2001.0,20,30.5
bn3,Burn,DBH_Pre,2001.0,30,32.5
bn3,Burn,DBH_Pre,2001.0,40,28.75
bn3,Burn,DBH_Pre,2001.0,50,24.25
bn3,Burn,DBH_Pre,2001.0,60,18.5
bn3,Burn,DBH_Pre,2001.0,70,14.0
bn3,Burn,DBH_Pre,2001.0,80,15.25
bn3,Burn,DBH_Pre,2001.0,90,10.25
bn3,Burn,DBH_Pre,2001.0,100,7.25
bn3,Burn,DBH_Pre,2001.0,227.2,16.5
uc1,Thin,DBH_10Post,2011.0,20,36.5
uc1,Thin,DBH_10Post,2011.0,30,39.5
uc1,Thin,DBH_10Post,2011.0,40,12.25
uc1,Thin,DBH_10Post,2011.0,50,2.5
uc1,Thin,DBH_10Post,2011.0,60,1.5
uc1,Thin,DBH_10Post,2011.0,70,0.75
uc1,Thin,DBH_10Post,2011.0,80,2.5
uc1,Thin,DBH_10Post,2011.0,90,7.0
uc1,Thin,DBH_10Post,2011.0,100,6.0
uc1,Thin,DBH_10Post,2011.0,227.2,27.75
uc1,Thin,DBH_15Post,2019.0,20,29.75
uc1,Thin,DBH_15Post,2019.0,30,42.0
uc1,Thin,DBH_15Post,2019.0,40,16.5
uc1,Thin,DBH_15Post,2019.0,50,5.0
uc1,Thin,DBH_15Post,2019.0,60,1.5
uc1,Thin,DBH_15Post,2019.0,70,0.75
uc1,Thin,DBH_15Post,2019.0,80,1.5
uc1,Thin,DBH_15Post,2019.0,90,4.5
uc1,Thin,DBH_15Post,2019.0,100,5.0
uc1,Thin,DBH_15Post,2019.0,227.2,20.25
uc1,Thin,DBH_2008,2008.0,20,0.0
uc1,Thin,DBH_2008,2008.0,30,0.0
uc1,Thin,DBH_2008,2008.0,40,0.0
uc1,Thin,DBH_2008,2008.0,50,0.0
uc1,Thin,DBH_2008,2008.0,60,0.0
uc1,Thin,DBH_2008,2008.0,70,0.0
uc1,Thin,DBH_2008,2008.0,80,0.75
uc1,Thin,DBH_2008,2008.0,90,6.25
uc1,Thin,DBH_2008,2008.0,100,7.25
uc1,Thin,DBH_2008,2008.0,227.2,24.0
uc1,Thin,DBH_Post,2003.0,20,30.25
uc1,Thin,DBH_Post,2003.0,30,29.25
uc1,Thin,DBH_Post,2003.0,40,3.0
uc1,Thin,DBH_Post,2003.0,50,2.0
uc1,Thin,DBH_Post,2003.0,60,1.0
uc1,Thin,DBH_Post,2003.0,70,0.5
uc1,Thin,DBH_Post,2003.0,80,4.5
uc1,Thin,DBH_Post,2003.0,90,7.25
uc1,Thin,DBH_Post,2003.0,100,8.0
uc1,Thin,DBH_Post,2003.0,227.2,24.5
uc1,Thin,DBH_Pre,1999.0,20,45.25
uc1,Thin,DBH_Pre,1999.0,30,51.5
uc1,Thin,DBH_Pre,1999.0,40,33.75
uc1,Thin,DBH_Pre,1999.0,50,18.0
uc1,Thin,DBH_Pre,1999.0,60,14.0
uc1,Thin,DBH_Pre,1999.0,70,10.75
uc1,Thin,DBH_Pre,1999.0,80,11.0
uc1,Thin,DBH_Pre,1999.0,90,7.75
uc1,Thin,DBH_Pre,1999.0,100,8.0
uc1,Thin,DBH_Pre,1999.0,227.2,26.0
uc2,Thin,DBH_10Post,2011.0,20,34.25
uc2,Thin,DBH_10Post,2011.0,30,52.25
uc2,Thin,DBH_10Post,2011.0,40,12.25
uc2,Thin,DBH_10Post,2011.0,50,1.25
uc2,Thin,DBH_10Post,2011.0,60,0.0
uc2,Thin,DBH_10Post,2011.0,70,0.25
uc2,Thin,DBH_10Post,2011.0,80,1.5
uc2,Thin,DBH_10Post,2011.0,90,4.25
uc2,Thin,DBH_10Post,2011.0,100,5.0
uc2,Thin,DBH_10Post,2011.0,227.2,23.0
uc2,Thin,DBH_15Post,2018.0,20,41.25
uc2,Thin,DBH_15Post,2018.0,30,48.75
uc2,Thin,DBH_15Post,2018.0,40,24.75
uc2,Thin,DBH_15Post,2018.0,50,3.5
uc2,Thin,DBH_15Post,2018.0,60,0.0
uc2,Thin,DBH_15Post,2018.0,70,0.0
uc2,Thin,DBH_15Post,2018.0,80,1.0
uc2,Thin,DBH_15Post,2018.0,90,2.0
uc2,Thin,DBH_15Post,2018.0,100,3.0
uc2,Thin,DBH_15Post,2018.0,227.2,16.5
uc2,Thin,DBH_2008,2008.0,20,0.0
uc2,Thin,DBH_2008,2008.0,30,0.0
uc2,Thin,DBH_2008,2008.0,40,0.0
uc2,Thin,DBH_2008,2008.0,50,0.0
uc2,Thin,DBH_2008,2008.0,60,0.0
uc2,Thin,DBH_2008,2008.0,70,0.0
uc2,Thin,DBH_2008,2008.0,80,0.75
uc2,Thin,DBH_2008,2008.0,90,4.25
uc2,Thin,DBH_2008,2008.0,100,4.5
uc2,Thin,DBH_2008,2008.0,227.2,19.5
uc2,Thin,DBH_Post,2004.0,20,35.5
uc2,Thin,DBH_Post,2004.0,30,29.75
uc2,Thin,DBH_Post,2004.0,40,1.5
uc2,Thin,DBH_Post,2004.0,50,0.5
uc2,Thin,DBH_Post,2004.0,60,0.25
uc2,Thin,DBH_Post,2004.0,70,0.5
uc2,Thin,DBH_Post,2004.0,80,2.5
uc2,Thin,DBH_Post,2004.0,90,5.5
uc2,Thin,DBH_Post,2004.0,100,5.25
uc2,Thin,DBH_Post,2004.0,227.2,18.0
uc2,Thin,DBH_Pre,2000.0,20,52.0
uc2,Thin,DBH_Pre,2000.0,30,64.0
uc2,Thin,DBH_Pre,2000.0,40,45.0
uc2,Thin,DBH_Pre,2000.0,50,31.0
uc2,Thin,DBH_Pre,2000.0,60,22.25
uc2,Thin,DBH_Pre,2000.0,70,18.0
uc2,Thin,DBH_Pre,2000.0,80,8.25
uc2,Thin,DBH_Pre,2000.0,90,6.5
uc2,Thin,DBH_Pre,2000.0,100,6.5
uc2,Thin,DBH_Pre,2000.0,227.2,19.5
uc3,Thin,DBH_10Post,2011.0,20,36.75
uc3,Thin,DBH_10Post,2011.0,30,60.25
uc3,Thin,DBH_10Post,2011.0,40,22.75
uc3,Thin,DBH_10Post,2011.0,50,4.0
uc3,Thin,DBH_10Post,2011.0,60,2.75
uc3,Thin,DBH_10Post,2011.0,70,2.25
uc3,Thin,DBH_10Post,2011.0,80,0.75
uc3,Thin,DBH_10Post,2011.0,90,4.0
uc3,Thin,DBH_10Post,2011.0,100,4.0
uc3,Thin,DBH_10Post,2011.0,227.2,21.5
uc3,Thin,DBH_15Post,2018.0,20,28.75
uc3,Thin,DBH_15Post,2018.0,30,53.25
uc3,Thin,DBH_15Post,2018.0,40,33.25
uc3,Thin,DBH_15Post,2018.0,50,6.25
uc3,Thin,DBH_15Post,2018.0,60,1.5
uc3,Thin,DBH_15Post,2018.0,70,1.25
uc3,Thin,DBH_15Post,2018.0,80,0.75
uc3,Thin,DBH_15Post,2018.0,90,2.0
uc3,Thin,DBH_15Post,2018.0,100,2.5
uc3,Thin,DBH_15Post,2018.0,227.2,11.0
uc3,Thin,DBH_2008,2008.0,20,0.0
uc3,Thin,DBH_2008,2008.0,30,0.0
uc3,Thin,DBH_2008,2008.0,40,0.0
uc3,Thin,DBH_2008,2008.0,50,0.0
uc3,Thin,DBH_2008,2008.0,60,0.0
uc3,Thin,DBH_2008,2008.0,70,0.0
uc3,Thin,DBH_2008,2008.0,80,0.25
uc3,Thin,DBH_2008,2008.0,90,4.75
uc3,Thin,DBH_2008,2008.0,100,3.75
uc3,Thin,DBH_2008,2008.0,227.2,19.25
uc3,Thin,DBH_Post,2004.0,20,41.75
uc3,Thin,DBH_Post,2004.0,30,50.5
uc3,Thin,DBH_Post,2004.0,40,7.25
uc3,Thin,DBH_Post,2004.0,50,3.0
uc3,Thin,DBH_Post,2004.0,60,3.5
uc3,Thin,DBH_Post,2004.0,70,1.25
uc3,Thin,DBH_Post,2004.0,80,2.0
uc3,Thin,DBH_Post,2004.0,90,4.5
uc3,Thin,DBH_Post,2004.0,100,4.5
uc3,Thin,DBH_Post,2004.0,227.2,20.5
uc3,Thin,DBH_Pre,2000.0,20,53.5
uc3,Thin,DBH_Pre,2000.0,30,86.5
uc3,Thin,DBH_Pre,2000.0,40,49.75
uc3,Thin,DBH_Pre,2000.0,50,29.5
uc3,Thin,DBH_Pre,2000.0,60,23.25
uc3,Thin,DBH_Pre,2000.0,70,15.0
uc3,Thin,DBH_Pre,2000.0,80,6.0
uc3,Thin,DBH_Pre,2000.0,90,6.75
uc3,Thin,DBH_Pre,2000.0,100,4.5
uc3,Thin,DBH_Pre,2000.0,227.2,21.0
un1,None,DBH_10Post,2011.0,20,31.75
un1,None,DBH_10Post,2011.0,30,53.25
un1,None,DBH_10Post,2011.0,40,30.25
un1,None,DBH_10Post,2011.0,50,21.75
un1,None,DBH_10Post,2011.0,60,21.25
un1,None,DBH_10Post,2011.0,70,12.25
un1,None,DBH_10Post,2011.0,80,9.0
un1,None,DBH_10Post,2011.0,90,7.75
un1,None,DBH_10Post,2011.0,100,6.0
un1,None,DBH_10Post,2011.0,227.2,18.5
un1,None,DBH_15Post,2018.0,20,18.5
un1,None,DBH_15Post,2018.0,30,43.5
un1,None,DBH_15Post,2018.0,40,23.0
un1,None,DBH_15Post,2018.0,50,17.75
un1,None,DBH_15Post,2018.0,60,14.5
un1,None,DBH_15Post,2018.0,70,9.5
un1,None,DBH_15Post,2018.0,80,8.75
un1,None,DBH_15Post,2018.0,90,6.5
un1,None,DBH_15Post,2018.0,100,3.75
un1,None,DBH_15Post,2018.0,227.2,17.5
un1,None,DBH_2008,2008.0,20,0.0
un1,None,DBH_2008,2008.0,30,0.0
un1,None,DBH_2008,2008.0,40,0.0
un1,None,DBH_2008,2008.0,50,0.0
un1,None,DBH_2008,2008.0,60,0.0
un1,None,DBH_2008,2008.0,70,0.0
un1,None,DBH_2008,2008.0,80,2.0
un1,None,DBH_2008,2008.0,90,6.75
un1,None,DBH_2008,2008.0,100,6.75
un1,None,DBH_2008,2008.0,227.2,17.75
un1,None,DBH_Post,2002.0,20,36.5
un1,None,DBH_Post,2002.0,30,50.0
un1,None,DBH_Post,2002.0,40,30.5
un1,None,DBH_Post,2002.0,50,23.75
un1,None,DBH_Post,2002.0,60,18.25
un1,None,DBH_Post,2002.0,70,9.25
un1,None,DBH_Post,2002.0,80,10.5
un1,None,DBH_Post,2002.0,90,5.25
un1,None,DBH_Post,2002.0,100,7.0
un1,None,DBH_Post,2002.0,227.2,18.25
un2,None,DBH_10Post,2011.0,20,43.0
un2,None,DBH_10Post,2011.0,30,57.25
un2,None,DBH_10Post,2011.0,40,43.0
un2,None,DBH_10Post,2011.0,50,26.0
un2,None,DBH_10Post,2011.0,60,18.0
un2,None,DBH_10Post,2011.0,70,12.75
un2,None,DBH_10Post,2011.0,80,9.5
un2,None,DBH_10Post,2011.0,90,4.5
un2,None,DBH_10Post,2011.0,100,5.0
un2,None,DBH_10Post,2011.0,227.2,12.5
un2,None,DBH_15Post,2018.0,20,30.5
un2,None,DBH_15Post,2018.0,30,48.75
un2,None,DBH_15Post,2018.0,40,29.25
un2,None,DBH_15Post,2018.0,50,22.0
un2,None,DBH_15Post,2018.0,60,12.75
un2,None,DBH_15Post,2018.0,70,12.0
un2,None,DBH_15Post,2018.0,80,6.5
un2,None,DBH_15Post,2018.0,90,3.75
un2,None,DBH_15Post,2018.0,100,4.5
un2,None,DBH_15Post,2018.0,227.2,8.0
un2,None,DBH_2008,2008.0,20,0.0
un2,None,DBH_2008,2008.0,30,0.0
un2,None,DBH_2008,2008.0,40,0.0
un2,None,DBH_2008,2008.0,50,0.0
un2,None,DBH_2008,2008.0,60,0.0
un2,None,DBH_2008,2008.0,70,0.0
un2,None,DBH_2008,2008.0,80,1.25
un2,None,DBH_2008,2008.0,90,4.25
un2,None,DBH_2008,2008.0,100,4.0
un2,None,DBH_2008,2008.0,227.2,12.25
un2,None,DBH_Post,2002.0,20,42.0
un2,None,DBH_Post,2002.0,30,58.25
un2,None,DBH_Post,2002.0,40,39.25
un2,None,DBH_Post,2002.0,50,23.5
un2,None,DBH_Post,2002.0,60,16.25
un2,None,DBH_Post,2002.0,70,11.25
un2,None,DBH_Post,2002.0,80,6.75
un2,None,DBH_Post,2002.0,90,6.0
un2,None,DBH_Post,2002.0,100,4.25
un2,None,DBH_Post,2002.0,227.2,12.25
un3,None,DBH_10Post,2011.0,20,36.25
un3,None,DBH_10Post,2011.0,30,46.5
un3,None,DBH_10Post,2011.0,40,34.75
un3,None,DBH_10Post,2011.0,50,25.0
un3,None,DBH_10Post,2011.0,60,19.0
un3,None,DBH_10Post,2011.0,70,12.75
un3,None,DBH_10Post,2011.0,80,10.0
un3,None,DBH_10Post,2011.0,90,9.75
un3,None,DBH_10Post,2011.0,100,5.5
un3,None,DBH_10Post,2011.0,227.2,18.25
un3,None,DBH_15Post,2019.0,20,25.5
un3,None,DBH_15Post,2019.0,30,41.5
un3,None,DBH_15Post,2019.0,40,30.25
un3,None,DBH_15Post,2019.0,50,20.25
un3,None,DBH_15Post,2019.0,60,14.75
un3,None,DBH_15Post,2019.0,70,10.0
un3,None,DBH_15Post,2019.0,80,7.5
un3,None,DBH_15Post,2019.0,90,6.0
un3,None,DBH_15Post,2019.0,100,4.0
un3,None,DBH_15Post,2019.0,227.2,13.75
un3,None,DBH_2008,2008.0,20,0.0
un3,None,DBH_2008,2008.0,30,0.0
un3,None,DBH_2008,2008.0,40,0.0
un3,None,DBH_2008,2008.0,50,0.0
un3,None,DBH_2008,2008.0,60,0.0
un3,None,DBH_2008,2008.0,70,0.0
un3,None,DBH_2008,2008.0,80,0.75
un3,None,DBH_2008,2008.0,90,9.5
un3,None,DBH_2008,2008.0,100,6.0
un3,None,DBH_2008,2008.0,227.2,18.25
un3,None,DBH_Post,2002.0,20,32.25
un3,None,DBH_Post,2002.0,30,46.75
un3,None,DBH_Post,2002.0,40,34.0
un3,None,DBH_Post,2002.0,50,24.5
un3,None,DBH_Post,2002.0,60,16.25
un3,None,DBH_Post,2002.0,70,13.5
un3,None,DBH_Post,2002.0,80,8.0
un3,None,DBH_Post,2002.0,90,10.0
un3,None,DBH_Post,2002.0,100,5.75
un3,None,DBH_Post,2002.0,227.2,17.5
